date,value,qualifiers,rain_in,rain_mm
2023-12-24,4660,A,0.0106,0.26924
2023-12-25,5560,A,1.4304,36.33216
2023-12-26,5980,A,0,0
2023-12-27,6960,A,0,0
2023-12-28,6710,A,2e-4,0.00508
2023-12-29,6860,A,2e-4,0.00508
2023-12-30,3870,A,3.0000000000000003e-4,0.00762
2023-12-31,4040,A,0,0
2024-01-01,3730,A,0,0
2024-01-02,6260,A,0,0
2024-01-03,7760,A,0,0
2024-01-04,8030,A,0,0
2024-01-05,8490,A,0,0
2024-01-06,5670,A,1.0306,26.17724
2024-01-07,4950,A,0.0104,0.26415999999999995
2024-01-08,7570,A,0,0
2024-01-09,5960,A,1.5107,38.371779999999994
2024-01-10,12200,A,6.000000000000001e-4,0.01524
2024-01-11,15500,A,0,0
2024-01-12,14400,A,1.5604,39.63416
2024-01-13,13600,A,1e-4,0.00254
2024-01-14,16700,A,3.0000000000000003e-4,0.00762
2024-01-15,27800,A,0.9016,22.90064
2024-01-16,30600,A,2e-4,0.00508
2024-01-17,28900,A,0,0
2024-01-18,27100,A,0.15030000000000002,3.81762
2024-01-19,23400,A,0.0316,0.80264
2024-01-20,18200,A,0,0
2024-01-21,18600,A,0,0
2024-01-22,19800,A,0,0
2024-01-23,18100,A,1e-4,0.00254
2024-01-24,19800,A,1.0604,26.93416
2024-01-25,24400,A,1.1711,29.745939999999997
2024-01-26,33500,A,0,0
2024-01-27,45400,A,0.5302,13.46708
2024-01-28,32700,A,0.0414,1.0515599999999998
2024-01-29,14900,A,8e-4,0.02032
2024-01-30,15600,A,0.0101,0.25654
2024-01-31,16900,A,0,0
2024-02-01,17800,A,0,0
2024-02-02,18000,A,0,0
2024-02-03,10100,A,0,0
2024-02-04,9170,A,0,0
2024-02-05,11900,A,0,0
2024-02-06,12600,A,0,0
2024-02-07,12300,A,0,0
2024-02-08,12200,A,0,0
2024-02-09,12200,A,1.1905,30.23869999999999
2024-02-10,12200,A,0.7601,19.30654
2024-02-11,25500,A,0.5303,13.46962
2024-02-12,30500,A,1.511,38.3794
2024-02-13,43900,A,0.6602,16.76908
2024-02-14,50100,A,0,0
2024-02-15,46000,A,0,0
2024-02-16,42900,A,0.41,10.414
2024-02-17,42300,A,0.06,1.5239999999999998
2024-02-18,36500,A,0,0
2024-02-19,35300,A,0,0
2024-02-20,29600,A,0,0
2024-02-21,31600,A,0,0
2024-02-22,36600,A,0.02,0.508
2024-02-23,46800,A,0.6203,15.75562
2024-02-24,55500,A,0,0
2024-02-25,45200,A,1e-4,0.00254
2024-02-26,30400,A,0,0
2024-02-27,30800,A,4e-4,0.01016
2024-02-28,26800,A,1.0103,25.66162
2024-02-29,28800,A,0,0
2024-03-01,38200,A,0.2312,5.8724799999999995
2024-03-02,34500,A,0.0605,1.5367
2024-03-03,25400,A,0,0
2024-03-04,25100,A,0,0
2024-03-05,25600,A,0.6703,17.02562
2024-03-06,34500,A,0.9106,23.12924
2024-03-07,46900,A,0,0
2024-03-08,47400,A,0.2204,5.59816
2024-03-09,43200,A,0.30110000000000003,7.64794
2024-03-10,32500,A,0,0
2024-03-11,31400,A,0,0
2024-03-12,30400,A,0,0
2024-03-13,28600,A,0,0
2024-03-14,23300,A,0,0
2024-03-15,18700,A,2.2602,57.40908
2024-03-16,12800,A,0,0
2024-03-17,9920,A,0,0
2024-03-18,16100,A,0,0
2024-03-19,19700,A,0,0
2024-03-20,18100,A,0,0
2024-03-21,16800,A,0,0
2024-03-22,16800,A,0.0504,1.28016
2024-03-23,14300,A,0.1202,3.05308
2024-03-24,12300,A,0,0
2024-03-25,15400,A,0,0
2024-03-26,16200,A,1.3006,33.035239999999995
2024-03-27,15600,A,0,0
2024-03-28,16800,A,0,0
2024-03-29,17100,A,0,0
2024-03-30,14000,A,0,0
2024-03-31,11700,A,0,0
2024-04-01,13900,A,0,0
2024-04-02,15500,A,1.3805,35.0647
2024-04-03,19000,A,0.6705,17.0307
2024-04-04,21500,A,0,0
2024-04-05,21500,A,0,0
2024-04-06,21300,A,0,0
2024-04-07,21100,A,0,0
2024-04-08,24800,A,0.0502,1.27508
2024-04-09,30900,A,0.3305,8.3947
2024-04-10,23300,A,0.2502,6.355079999999999
2024-04-11,17000,A,0.5209,13.23086
2024-04-12,19900,A,0.0402,1.02108
2024-04-13,28200,A,0,0
2024-04-14,23400,A,0,0
2024-04-15,14600,A,0,0
2024-04-16,11500,A,1e-4,0.00254
2024-04-17,12800,A,0.1202,3.05308
2024-04-18,14300,A,0,0
2024-04-19,16500,A,0.0207,0.5257799999999999
2024-04-20,10800,A,0.36,9.143999999999998
2024-04-21,8420,A,0,0
2024-04-22,9300,A,0,0
2024-04-23,8810,A,0,0
2024-04-24,9040,A,0.0402,1.02108
2024-04-25,9270,A,0,0
2024-04-26,7790,A,0.2504,6.36016
2024-04-27,5340,A,0,0
2024-04-28,5280,A,0,0
2024-04-29,7440,A,1e-4,0.00254
2024-04-30,8830,A,5.0403,128.02362
2024-05-01,10200,A,0,0
2024-05-02,11300,A,0,0
2024-05-03,9820,A,0.2904,7.37616
2024-05-04,5640,A,1.2405,31.508699999999997
2024-05-05,4830,A,0,0
2024-05-06,8980,A,0.9406,23.89124
2024-05-07,18100,A,0.2202,5.59308
2024-05-08,41500,A,0.6607999999999999,16.784319999999997
2024-05-09,103000,A,5.3404,135.64615999999998
2024-05-10,103000,A,0,0
2024-05-11,81000,A,0,0
2024-05-12,55000,A,0,0
2024-05-13,46200,A,0.0202,0.51308
2024-05-14,52400,A,1.6404,41.66616
2024-05-15,58900,A,0.0305,0.7746999999999999
2024-05-16,54400,A,0,0
2024-05-17,54000,A,0.0806,2.04724
2024-05-18,50500,A,3.0000000000000003e-4,0.00762
2024-05-19,42100,A,0,0
2024-05-20,39800,A,0,0
2024-05-21,40500,A,1e-4,0.00254
2024-05-22,35900,A,1.57,39.878
2024-05-23,34000,A,0.1501,3.81254
2024-05-24,49300,A,4e-4,0.01016
2024-05-25,50400,A,0.5401,13.71854
2024-05-26,43900,A,1.6902,42.931079999999994
2024-05-27,57300,A,1.92,48.767999999999994
2024-05-28,66800,A,0,0
2024-05-29,66100,A,0,0
2024-05-30,49800,A,0,0
2024-05-31,38400,A,0,0
2024-06-01,37100,A,0.7903,20.07362
2024-06-02,33900,A,0.0205,0.5206999999999999
2024-06-03,36900,A,1e-4,0.00254
2024-06-04,41000,A,0.1303,3.30962
2024-06-05,41300,A,0.1002,2.54508
2024-06-06,35300,A,0.0501,1.27254
2024-06-07,30900,A,0,0
2024-06-08,30000,A,0,0
2024-06-09,30300,A,0.2706,6.87324
2024-06-10,30900,A,0,0
2024-06-11,22000,A,0,0
2024-06-12,20200,A,0,0
2024-06-13,20000,A,0,0
2024-06-14,20300,A,0,0
2024-06-15,14200,A,0,0
2024-06-16,15500,A,0.9703,24.645619999999997
2024-06-17,15600,A,0.6501,16.512539999999998
2024-06-18,14400,A,2e-4,0.00508
2024-06-19,13800,A,0,0
2024-06-20,14900,A,0,0
2024-06-21,15600,A,0,0
2024-06-22,10900,A,0,0
2024-06-23,8460,A,2e-4,0.00508
2024-06-24,14000,A,0.04,1.016
2024-06-25,13900,A,0,0
2024-06-26,13000,A,1.0301,26.16454
2024-06-27,13400,A,0.2201,5.59054
2024-06-28,15600,A,0,0
2024-06-29,9740,A,0,0
2024-06-30,8150,A,0.44,11.176
2024-07-01,11300,A,0,0
2024-07-02,11800,A,0,0
2024-07-03,11500,A,0,0
2024-07-04,10300,A,0,0
2024-07-05,9870,A,0.0703,1.78562
2024-07-06,10700,A,0,0
2024-07-07,8250,A,0,0
2024-07-08,10900,A,0,0
2024-07-09,11100,A,0.5503,13.97762
2024-07-10,11400,A,0,0
2024-07-11,12500,A,0,0
2024-07-12,10700,A,0,0
2024-07-13,6800,A,0,0
2024-07-14,12200,A,0,0
2024-07-15,13300,A,0,0
2024-07-16,13100,A,0,0
2024-07-17,13000,A,0,0
2024-07-18,14700,A,0.1105,2.8067
2024-07-19,14200,A,0,0
2024-07-20,6910,A,7e-4,0.01777999999999999
2024-07-21,5710,A,0.0301,0.7645399999999999
2024-07-22,10900,A,3.0000000000000003e-4,0.00762
2024-07-23,12600,A,0.5405,13.728699999999998
2024-07-24,15200,A,2e-4,0.00508
2024-07-25,13400,A,0.0202,0.51308
2024-07-26,13300,A,0.13040000000000002,3.3121600000000004
2024-07-27,7820,A,0,0
2024-07-28,7940,A,0.3401,8.638539999999999
2024-07-29,13900,A,3.3906,86.12124
2024-07-30,14100,A,3.0000000000000003e-4,0.00762
2024-07-31,19800,A,1.7704,44.96816
2024-08-01,17000,A,0.04,1.016
2024-08-02,17900,A,0.7402,18.80108
2024-08-03,8950,A,1e-4,0.00254
2024-08-04,8710,A,0,0
2024-08-05,9240,A,0,0
2024-08-06,13600,A,0,0
2024-08-07,13900,A,0,0
2024-08-08,15100,A,0,0
2024-08-09,16000,A,0,0
2024-08-10,11100,A,0,0
2024-08-11,8460,A,0,0
2024-08-12,10200,A,0,0
2024-08-13,13100,A,0,0
2024-08-14,12700,A,0,0
2024-08-15,14400,A,0,0
2024-08-16,14000,A,0,0
2024-08-17,10600,A,2e-4,0.00508
2024-08-18,8380,A,0.64,16.256
2024-08-19,12300,A,0,0
2024-08-20,13500,A,0,0
2024-08-21,13700,A,0,0
2024-08-22,13000,A,0,0
2024-08-23,12800,A,0,0
2024-08-24,8470,A,0,0
2024-08-25,6280,A,0,0
2024-08-26,10400,A,0,0
2024-08-27,12200,A,0,0
2024-08-28,11100,A,0,0
2024-08-29,13300,A,2e-4,0.00508
2024-08-30,14200,A,0.7201,18.290539999999996
2024-08-31,10300,A,0,0
2024-09-01,7470,A,5.08,129.03199999999998
2024-09-02,10000,A,0,0
2024-09-03,12800,A,0,0
2024-09-04,13700,A,0,0
2024-09-05,14100,A,0,0
2024-09-06,12100,A,0,0
2024-09-07,5730,A,0.0403,1.02362
2024-09-08,4500,A,0,0
2024-09-09,7820,A,0,0
2024-09-10,10900,A,0,0
2024-09-11,9030,A,0,0
2024-09-12,11500,A,0.2601,6.60654
2024-09-13,14300,A,0.1301,3.30454
2024-09-14,7650,A,1.2502,31.755079999999996
2024-09-15,6230,A,0,0
2024-09-16,10000,A,0,0
2024-09-17,10200,A,0,0
2024-09-18,9820,A,0,0
2024-09-19,8630,A,0,0
2024-09-20,8260,A,0,0
2024-09-21,6130,A,0.9901,25.148539999999997
2024-09-22,5990,A,1e-4,0.00254
2024-09-23,8530,A,0.46,11.684
2024-09-24,12200,A,2.5203,64.01561999999998
2024-09-25,13700,A,0.0102,0.25908
2024-09-26,16600,A,0,0
2024-09-27,25800,A,8.1301,206.50454
2024-09-28,27500,A,0.4011,10.18794
2024-09-29,17300,A,0.3311,8.409939999999999
2024-09-30,11600,A,0.0803,2.03962
2024-10-01,11900,A,0,0
2024-10-02,13300,A,0,0
2024-10-03,12500,A,0,0
2024-10-04,15600,A,0,0
2024-10-05,9600,A,2e-4,0.00508
2024-10-06,7870,A,0,0
2024-10-07,7820,A,3.0000000000000003e-4,0.00762
2024-10-08,10500,A,1e-4,0.00254
2024-10-09,10800,A,0,0
2024-10-10,10600,A,0,0
2024-10-11,10600,A,0,0
2024-10-12,5060,A,0,0
2024-10-13,4730,A,0,0
2024-10-14,4730,A,0,0
2024-10-15,8830,A,0,0
2024-10-16,7910,A,0,0
2024-10-17,10900,A,0,0
2024-10-18,10700,A,0,0
2024-10-19,5060,A,0,0
2024-10-20,4690,A,0,0
2024-10-21,10800,A,0,0
2024-10-22,12500,A,0,0
2024-10-23,9920,A,0,0
2024-10-24,10400,A,0,0
2024-10-25,10500,A,0,0
2024-10-26,6400,A,0.0602,1.52908
2024-10-27,5710,A,0,0
2024-10-28,9300,A,0,0
2024-10-29,8750,A,0,0
2024-10-30,8840,A,0,0
2024-10-31,8640,A,0.4201,10.67054
2024-11-01,8940,A,0.1401,3.55854
2024-11-02,6600,A,0,0
2024-11-03,6300,A,0,0
2024-11-04,7560,A,0,0
2024-11-05,7480,A,0,0
2024-11-06,6890,A,0.26,6.604
2024-11-07,7500,A,0,0
2024-11-08,7630,A,2e-4,0.00508
2024-11-09,4760,A,0.0102,0.25908
2024-11-10,5220,A,1.8303,46.489619999999995
2024-11-11,8340,A,0.0204,0.51816
2024-11-12,9500,A,0,0
2024-11-13,8560,A,0.1302,3.30708
2024-11-14,15100,A,1.5605,39.6367
2024-11-15,16500,A,0,0
2024-11-16,10400,A,0,0
2024-11-17,7210,A,0,0
2024-11-18,6330,A,0,0
2024-11-19,6460,A,0.1306,3.3172399999999995
2024-11-20,7050,A,4e-4,0.01016
2024-11-21,10400,A,0,0
2024-11-22,9700,A,0,0
2024-11-23,6430,A,0,0
2024-11-24,6590,A,0,0
2024-11-25,9550,A,0.08,2.032
2024-11-26,9860,A,5e-4,0.0127
2024-11-27,10200,A,2e-4,0.00508
2024-11-28,4490,A,0.2503,6.35762
2024-11-29,4240,A,0,0
2024-11-30,3840,A,0,0
2024-12-01,4290,A,0,0
2024-12-02,9350,A,2e-4,0.00508
2024-12-03,12000,A,0.0107,0.27177999999999997
2024-12-04,9570,A,0,0
2024-12-05,11100,A,0,0
2024-12-06,11800,A,0,0
2024-12-07,8460,A,0,0
2024-12-08,8270,A,0.0202,0.51308
2024-12-09,9850,A,2.21,56.13399999999999
2024-12-10,14100,A,0.3011,7.647939999999999
2024-12-11,18400,A,6.000000000000001e-4,0.01524
2024-12-12,12000,A,0,0
2024-12-13,14500,A,0,0
2024-12-14,11300,A,1e-4,0.00254
2024-12-15,5880,A,0.3603,9.15162
2024-12-16,9890,A,0.9503,24.13762
2024-12-17,11800,A,1.11,28.194000000000003
2024-12-18,31700,A,0.7602,19.30908
2024-12-19,38200,A,0,0
2024-12-20,28200,A,0,0
2024-12-21,24200,A,0,0
2024-12-22,21700,A,0,0
2024-12-23,21000,A,1e-4,0.00254
2024-12-24,18300,A,2e-4,0.00508
2024-12-25,16800,A,0,0
2024-12-26,16500,A,0,0
2024-12-27,15800,A,1.2901,32.76854
2024-12-28,13700,A,3.0000000000000003e-4,0.00762
2024-12-29,16000,A,1.3505,34.3027
2024-12-30,14300,A,0,0
2024-12-31,13200,A,NA,NA
